Date,Time,Request ID,Property Name,Floor,Space,Request Type,Sub Type,Status,Priority,Crew,Date Closed,Original Message,Originated From,Asset#,Complete By,Labor Hours,Billing Type,Initial Work Complete Date,Initial Work Complete Comment
6/22/2023,12:09 PM PDT,379937,Ian H. Stewart Complex,2,250,Repair,Electrical,Closed,3- Routine,Electrical - Lighting,6/28/2023 10:44 AM,"Two (or 3) lights are out in the ice rink. Can we have the pucks released from the netting and under the mylar ceiling as well, please.",Self-Service,,08-03-2023 12:09,3.5,CUST_FUNDED,6/28/2023 10:44:00 AM,Updated
6/22/2023,12:13 PM PDT,379938,Ian H. Stewart Complex,2,250,Repair,Fabrications and Welding,Open,3- Routine,Mechanical - Buildings,,May we have a break in one of our hockey nets repaired/welded please.  ,Self-Service,,08-03-2023 12:13,0,CUST_FUNDED,,
6/22/2023,12:23 PM PDT,379939,Ian H. Stewart Complex,2,250,Repair,Other,Closed,3- Routine,Carpentry - Supervisor ,8/22/2023 9:42 AM,"May we have the rink boards (dasher boards) calked along the bottom edge where it meets the cement, between July 13 and July 21, please. ",Self-Service,,08-03-2023 12:23,0,CUST_FUNDED,8/22/2023 9:42:00 AM,Status has been changed to ''Closed''.
6/27/2023,10:25 AM PDT,380130,Centre For Athletics Recreation And Special Abilities (CARSA),2,A221,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,6/27/2023 11:27 AM,need to replace light tube above desk in space A221,Self-Service,,08-08-2023 10:25,1,GEN_MAINT,6/27/2023 11:27:00 AM,Updated
6/28/2023,9:58 AM PDT,380175,Centre For Athletics Recreation And Special Abilities (CARSA),2,A249,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,6/29/2023 9:41 AM,light bulb flickering above entry door ,Self-Service,,08-09-2023 09:58,2,GEN_MAINT,6/29/2023 9:41:00 AM,Updated
6/28/2023,11:01 AM PDT,380184,Centre For Athletics Recreation And Special Abilities (CARSA),2,A229,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,6/28/2023 1:00 PM,sink in washroom is draining very slowly,Self-Service,,08-09-2023 11:01,0.5,GEN_MAINT,6/28/2023 1:00:00 PM,Updated
6/28/2023,12:06 PM PDT,380193,McKinnon Building,0,80,Repair,Paint / Flooring / Surfaces,Closed,2 - High,Paint,8/28/2023 12:03 PM,"Good afternoon,    The tiles in the pool areas are still not repaired.  Previous FMIS requests have been submitting and 'completed' without the actual repair work occuring.  Please have this safety issue address asap.      Thank you    Todd England",Self-Service,,6/30/2023 12:06 PM,13.52,CUST_FUNDED,8/25/2023 11:07:00 AM,Work Completed
6/28/2023,1:59 PM PDT,380201,Centre For Athletics Recreation And Special Abilities (CARSA),2,A228,Repair,"Heating, Ventilation, Air Conditioning",Closed,3- Routine,Electrical,07-12-2023 15:22,I believe the actuator that is controlling the ventilation louvers has failed to open the dampers.  Please inspect that this system if functioning optimally.,Self-Service,,08-09-2023 13:59,1.5,GEN_MAINT,07-12-2023 15:22,Updated
6/28/2023,2:01 PM PDT,380202,Centre For Athletics Recreation And Special Abilities (CARSA),2,A228,Repair,"Heating, Ventilation, Air Conditioning",Closed - Admin,3- Routine,ADMIN,7/31/2023 1:15 PM,I believe the actuator that is controlling the ventilation louvers has failed to open the dampers.  Please inspect that this system if functioning optimally.,Self-Service,,08-09-2023 14:01,0,GEN_MAINT,7/31/2023 1:15:00 PM,Closed following child work order completion.
07-04-2023,12:08 PM PDT,381277,McKinnon Building,0,20,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,07-05-2023 07:33,3 sets of lights are out in the Men's Changeroom. Thanks,Self-Service,,8/15/2023 12:08 PM,1.5,GEN_MAINT,07-05-2023 07:33,Updated
07-04-2023,12:11 PM PDT,381278,McKinnon Building,0,13,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,07-05-2023 07:31,There is a set of lights out in the back laundry area of the Equipment Desk,Self-Service,,8/15/2023 12:11 PM,0.5,GEN_MAINT,07-05-2023 07:31,Updated
07-04-2023,2:42 PM PDT,381300,Centre For Athletics Recreation And Special Abilities (CARSA),2,A249,Repair,Other,Closed,3- Routine,Carpentry,07-05-2023 11:47,"Main reception door at A249 will not close, red light on the sensor then jumps back & forth between red & green",Self-Service,,8/15/2023 2:42 PM,0.5,GEN_MAINT,07-05-2023 11:47,Completed.
07-10-2023,11:41 AM PDT,381519,Centre For Athletics Recreation And Special Abilities (CARSA),2,A243A,Repair,Lighting,Closed,2 - High,Electrical - Lighting,07-11-2023 09:44,replace lighting due to flickering of tubes 2 balusters,Self-Service,,07-12-2023 11:41,2,GEN_MAINT,07-11-2023 09:44,Updated
7/17/2023,10:45 AM PDT,381850,Centre For Athletics Recreation And Special Abilities (CARSA),2,206,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/27/2023 1:45 PM,Squash court line/trim is falling off of wall and some minor wall repairs are needed.  Can we please have this work done asap so we can get the squash court back and playable.    Thanks,Self-Service,,8/28/2023 10:45 AM,3,GEN_MAINT,9/28/2023 11:01:00 AM,Updated
7/19/2023,6:36 AM PDT,381920,Centre For Athletics Recreation And Special Abilities (CARSA),1,B150A,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,08-01-2023 15:19,Toilet in women's bathroom area for change room is not working,Self-Service,,8/30/2023 7:30 AM,1,GEN_MAINT,08-01-2023 15:19,Updated
7/24/2023,6:27 AM PDT,382075,Centre For Athletics Recreation And Special Abilities (CARSA),2,201,Repair,Other,Open,3- Routine,Paint,,Baseboard along track if field house needs to be reattached.  Screws are popping out and becoming a hazard,Self-Service,,09-04-2023 07:30,0,GEN_MAINT,,
7/24/2023,8:58 AM PDT,382094,Ian H. Stewart Complex,_General,_General,Repair,Building Exterior,Hold,3- Routine,Paint,,"There is a broken glass pane at the entrance to the ISC rink.   See attached photo.   Can we please have it repaired asap.  Thanks, Michelle",Self-Service,,09-04-2023 08:58,0,CUST_FUNDED,,
7/24/2023,9:14 AM PDT,382100,Ian H. Stewart Complex,_General,_General,Repair,Building Exterior,Closed,3- Routine,Carpentry,7/25/2023 11:57 AM,"Parent  There is a broken glass pane at the entrance to the ISC rink.   See attached photo.   Can we please have it repaired asap.  Thanks, Michelle  Paint 382094  - Please order new glass once carpentry has done the work.   Carpentry   - Please remove the broken glass. ",Self-Service,,09-04-2023 09:14,0.5,CUST_FUNDED,7/24/2023 11:41:00 AM,Work Completed
7/24/2023,9:15 AM PDT,382101,Ian H. Stewart Complex,_General,_General,Repair,Building Exterior,Open,3- Routine,ADMIN,,"Parent  There is a broken glass pane at the entrance to the ISC rink.   See attached photo.   Can we please have it repaired asap.  Thanks, Michelle  Paint 382094  - Please order new glass once carpentry has done the work.   Carpentry 382100  - Please remove the broken glass. ",Self-Service,,09-04-2023 09:15,0,CUST_FUNDED,,
7/24/2023,10:10 AM PDT,382119,Centre For Athletics Recreation And Special Abilities (CARSA),1,S9,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,7/25/2023 5:44 AM,Light out at bottoms of Stairwell #9,Self-Service,,09-04-2023 10:10,0.5,GEN_MAINT,7/25/2023 5:44:00 AM,Updated
7/27/2023,7:00 AM PDT,382286,Centre For Athletics Recreation And Special Abilities (CARSA),1,B101A,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,7/31/2023 10:03 AM,"Lights out in Varsity weight room area, the up lights and a light out in the stairwell across from the equipment desk",Self-Service,,09-07-2023 07:30,3.5,GEN_MAINT,7/31/2023 10:03:00 AM,Updated
7/27/2023,7:05 AM PDT,382287,Centre For Athletics Recreation And Special Abilities (CARSA),1,B165F,Repair,Lighting,Closed,3- Routine,Electrical,7/27/2023 3:38 PM,motion sensor for these light goes off quickly can we lengthen the time duration to the max as when staff are in the motion sensor is out of line of sight so it shuts off quickly.    See Paul in B107 for more explanation,Self-Service,,09-07-2023 07:30,2.5,GEN_MAINT,7/27/2023 3:38:00 PM,Updated
7/27/2023,7:22 AM PDT,382289,Centre For Athletics Recreation And Special Abilities (CARSA),0,A020,Repair,Vehicle,Closed,1 - Urgent,Mechanical – Vehicles ,8/22/2023 2:05 PM,Gator needs new batteries and to look at the brakes.  Please give a quick look at everything else too please.    Thanks  Paul  ,Self-Service,,7/28/2023 7:30 AM,5.5,CUST_FUNDED,8/22/2023 2:05:00 PM,Status has been changed to ''Closed''.
7/27/2023,7:29 AM PDT,382290,Centre For Athletics Recreation And Special Abilities (CARSA),1,B101A,Repair,Electronic Control Systems,Assigned To Tech,3- Routine,Mechanical - Controls,,Alex control has broken and come off the wall in the varsity weight room area.  Please see Paul for the control and exact location in varsity weight room.    thanks,Self-Service,,09-07-2023 07:30,0,GEN_MAINT,,
7/28/2023,9:51 AM PDT,382369,Centre For Athletics Recreation And Special Abilities (CARSA),1,B113,Repair,Equipment,Closed,3- Routine,Mechanical - Buildings,12-06-2023 10:57,Peter Divis please repair decline bench in weight room down close to Gabriola rd,Self-Service,,09-08-2023 09:51,0,CUST_FUNDED,12-06-2023 10:57,Need end caps for padded rollers
7/31/2023,10:46 AM PDT,382439,Centre For Athletics Recreation And Special Abilities (CARSA),1,B160,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,08-01-2023 10:01,Need to remove stripped bolt from lock mechanism in day use locker #37 in men's changeroom   ,Self-Service,,09-11-2023 10:46,1,GEN_MAINT,08-01-2023 10:01,work complete.
08-02-2023,12:03 PM PDT,383539,Playing Field 6 (Wallace),_General,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,08-04-2023 11:42,The Wallace  (field 6) main gate hasp/locking mechanism needs to adjusted.,Self-Service,,9/13/2023 12:03 PM,1,CUST_FUNDED,08-04-2023 11:42,WORK COMPLETE
08-02-2023,12:07 PM PDT,383541,Playing Field 4,_General,_General,Repair,Other,Closed,3- Routine,Carpentry,08-08-2023 11:25,The wood stairs the lead from Field 4 to the Stadium are broken,Self-Service,,9/13/2023 12:07 PM,3,CUST_FUNDED,08-08-2023 11:25,Status has been changed to ''Closed''.
08-04-2023,3:29 PM PDT,383676,Playing Field 7,_General,_General,Repair,Electrical,Closed,3- Routine,Electrical,08-09-2023 15:20,"Outlet on Wallace fence line, south east side, just above the ground, does't work.",Self-Service,,9/15/2023 3:29 PM,2,CUST_FUNDED,08-09-2023 15:20,Updated
08-04-2023,3:48 PM PDT,383679,Ian H. Stewart Complex,2,258,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,08-08-2023 13:01,The water leaks from a pump on the other side of the wall (accessable).  ,Self-Service,,9/15/2023 3:48 PM,2,GEN_MAINT,08-08-2023 13:01,Updated
08-08-2023,10:25 AM PDT,383750,Centre For Athletics Recreation And Special Abilities (CARSA),1,110,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,08-09-2023 07:27,Light out in room 110 - photocopy room,Self-Service,,9/19/2023 10:25 AM,0.5,GEN_MAINT,08-09-2023 07:27,Updated
8/14/2023,1:55 PM PDT,384075,McKinnon Building,0,27,Repair,Electrical,Closed,3- Routine,Electrical - Lighting,8/15/2023 1:27 PM,Lights out at the end of the change/drying off area by the men's showers. Thanks,Self-Service,,9/25/2023 1:55 PM,1,GEN_MAINT,8/15/2023 1:27:00 PM,Updated
8/14/2023,2:11 PM PDT,384080,Ian H. Stewart Complex,2,250,Repair,"Heating, Ventilation, Air Conditioning",Closed,3- Routine,Mechanical - Buildings,8/21/2023 8:20 AM,"The ice rink dehumidifiers are not working. May we have them back on line please? Thank you, they have not worked since Thursday. ",Self-Service,EQU001338,9/25/2023 2:11 PM,0,CUST_FUNDED,8/21/2023 8:20:00 AM,Status has been changed to ''Closed''.
8/15/2023,6:58 AM PDT,384105,Centre For Athletics Recreation And Special Abilities (CARSA),1,B150B,Repair,Plumbing and Fixtures,Closed,3- Routine,Plumbing,09-05-2023 13:11,please repair automatic sensor on toilets as they are not flushing    please repair asap,Self-Service,,9/26/2023 7:30 AM,2,GEN_MAINT,09-05-2023 13:11,Updated
8/15/2023,12:56 PM PDT,384152,Centennial Stadium,0,B018,Repair,Electrical,Closed,3- Routine,Electrical - Lighting,8/22/2023 9:44 AM,Lights out in the Queen's Room,Self-Service,,9/26/2023 12:56 PM,2.5,CUST_FUNDED,8/22/2023 9:44:00 AM,Updated
8/15/2023,1:33 PM PDT,384153,Centre For Athletics Recreation And Special Abilities (CARSA),2,214,Repair,Electrical,Closed,3- Routine,Electrical - Lighting,8/21/2023 11:04 AM,The light cover has fallen open and needs some repair in Squash Court 4,Self-Service,,9/26/2023 1:33 PM,4.5,GEN_MAINT,8/21/2023 11:04:00 AM,Updated
8/15/2023,1:56 PM PDT,384155,Centre For Athletics Recreation And Special Abilities (CARSA),1,101B,Repair,Other,Closed,3- Routine,Mechanical - Buildings,10-11-2023 14:17,"Peter Divis padding to be repaired on the following weight room equipment:  Upholstery needs to be replaced on:   -	bicep curl near platforms on Rec side   -	Bicep curl near varsity/ mega rack   -	Hip thrust leg pad - circular   -	Hip thrust pad in strength trainer closet  Other equipment to repair:  -	Decline bench near movestrong - pads falling apart, need to be replaced (circular pads not base pad)   -	Bench in varsity missing pad  -	Lat pull down circular pads – loose      Thanks  ",Self-Service,,9/26/2023 1:56 PM,5,CUST_FUNDED,10-11-2023 14:17,Status has been changed to ''Closed''.
8/16/2023,10:24 AM PDT,384202,Centre For Athletics Recreation And Special Abilities (CARSA),2,225,Repair,Paint / Flooring / Surfaces,Closed,3- Routine,Paint,10/27/2023 4:19 PM,Corner bead broken in Men's washroom and walls to be patched & repainted in washroom 225 & 227    thanks,Self-Service,,9/27/2023 10:24 AM,10.5,GEN_MAINT,8/16/2023 1:44:00 PM,Status has been changed to ''Closed''.
8/16/2023,2:17 PM PDT,384246,Ian H. Stewart Complex,2,250,Repair,"Heating, Ventilation, Air Conditioning",Closed,3- Routine,Electrical,8/18/2023 1:24 PM,"Parent   - The ice rink dehumidifiers are not working. May we have them back on line please? Thank you, they have not worked since Thursday.     Mechanical 384080  - Assist as required.    Electrical   - Assist with the dehumidifier.    ",Self-Service,EQU001338,9/27/2023 2:17 PM,1.5,CUST_FUNDED,8/18/2023 1:24:00 PM,Updated
8/16/2023,2:18 PM PDT,384247,Ian H. Stewart Complex,2,250,Repair,"Heating, Ventilation, Air Conditioning",Closed - Admin,3- Routine,ADMIN,09-05-2023 11:14,"Parent   - The ice rink dehumidifiers are not working. May we have them back on line please? Thank you, they have not worked since Thursday.     Mechanical 384080  - Assist as required.    Electrical 384246  - Assist with the dehumidifier.    ",Self-Service,EQU001338,9/27/2023 2:18 PM,0,CUST_FUNDED,09-05-2023 11:14,Parent W/O closed following child W/O completion
8/17/2023,11:15 AM PDT,384320,Centre For Athletics Recreation And Special Abilities (CARSA),1,101B,Repair,Equipment,Closed,3- Routine,Mechanical - Buildings,8/25/2023 3:40 PM,Squat rack J hook is missing a screw/bolt.  Parts are located in the strength trainer cupboard on the 1st floor of the FWC. ,Self-Service,,9/28/2023 11:15 AM,2,CUST_FUNDED,8/18/2023 1:48:00 PM,Updated
8/21/2023,3:20 PM PDT,384492,Playing Field 6 (Wallace),_General,_General,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,8/22/2023 2:31 PM,"May have a new lock put on the Wallace Field light switch box, please. #3661",Self-Service,,10-02-2023 15:20,1,CUST_FUNDED,8/22/2023 2:31:00 PM,work complete
8/22/2023,2:51 PM PDT,384557,Centre For Athletics Recreation And Special Abilities (CARSA),1M,A181,Repair,Electrical,Closed,3- Routine,Electrical,8/24/2023 3:59 PM,We would like to test the pizza warmer as it may have a defect with its electrical.,Self-Service,,10-03-2023 14:51,1.5,CUST_FUNDED,8/24/2023 3:59:00 PM,Updated
8/22/2023,4:43 PM PDT,384566,Centre For Athletics Recreation And Special Abilities (CARSA),2,A227,Repair,Equipment,Closed,3- Routine,Electrical,8/25/2023 10:54 AM,The projector in the blue and gold room is turning off as soon as you turn it on.,Self-Service,,10-04-2023 07:30,0.5,GEN_MAINT,8/25/2023 10:54:00 AM,Updated
8/22/2023,5:38 PM PDT,384570,Ian H. Stewart Complex,2,250,Repair,Equipment,Closed,3- Routine,Carpentry,8/28/2023 1:43 PM,May we have the Zamboni rink entrance door adjusted/repaired please. It is not flush with the boards.,Self-Service,,10-04-2023 07:30,1.5,CUST_FUNDED,8/24/2023 9:23:00 AM,Work Completed
8/24/2023,5:38 PM PDT,384718,Ian H. Stewart Complex,2,201O,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,09-07-2023 08:13,"May we have the front door repaired, the Automatics door side, the handle is falling off and the automatic door does not work. ",Self-Service,,10-06-2023 07:30,1,GEN_MAINT,09-07-2023 08:07,"Completed, replaced missing button and tested hardware."
8/29/2023,10:59 AM PDT,384967,McKinnon Building,0,20,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,8/30/2023 8:35 AM,Lights out in Men's change room,Self-Service,,10-10-2023 10:59,2,GEN_MAINT,8/30/2023 8:35:00 AM,Updated
8/29/2023,2:54 PM PDT,385013,McKinnon Building,0,13,Repair,Equipment,Open,3- Routine,Mechanical - Refrigeration,,Ice machine is leaking,Self-Service,,10-10-2023 14:54,1,CUST_FUNDED,,
8/29/2023,3:16 PM PDT,385023,Ian H. Stewart Complex,2,250,Repair,Equipment,Closed,3- Routine,Mechanical - Controls,8/29/2023 3:23 PM,"Dehumidifiers are not working well. The rink is damp and foggy. Wile it is rainy outside, the humidifiers have traditionally been able to handle it, even when warm.",Self-Service,,10-10-2023 15:16,0,GEN_MAINT,8/29/2023 3:23:00 PM,Found damper closed on HRV.
8/29/2023,5:53 PM PDT,385047,Ian H. Stewart Complex,2,247,Repair,Doors / Locks / Keys,Closed,3- Routine,Carpentry,8/31/2023 2:58 PM,Washroom door doesn't close properly,Self-Service,,10-11-2023 07:30,1,GEN_MAINT,8/31/2023 7:24:00 AM,Updated
09-05-2023,9:05 AM PDT,386527,Centennial Stadium,1,A111,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,09-06-2023 10:40,Need a bulb replaced in the stadium kitchen,Self-Service,,10/17/2023 9:05 AM,1,CUST_FUNDED,09-06-2023 10:40,Updated
09-05-2023,9:13 AM PDT,386532,Centre For Athletics Recreation And Special Abilities (CARSA),2,_General,Repair,Lighting,Closed,3- Routine,Electrical - Lighting,09-06-2023 07:05,Light bulbs need to be replaced in the parkade stairwell on P3 (entry into A249 CARSA reception area),Self-Service,,10/17/2023 9:13 AM,1.5,CUST_FUNDED,09-06-2023 07:05,Updated
